#Table2
type,ra,dec,psfMag_r,psfMagErr_r,extinction_r
6,318.197148579131,0.711121746777538,21.10429,0.0455419,0.3241296
6,318.196534801377,0.738410282460243,22.55253,0.1548268,0.3259485
6,318.197643221191,0.746115993364772,22.48096,0.1462501,0.3270676
6,318.19767797993,0.665240836911323,25.15528,0.5519822,0.3194548
6,317.79064874235,0.53887896071064,22.5097,0.1360831,0.3097653
6,317.789825232612,0.537752851782661,23.35014,0.2507712,0.309462
6,317.808967320014,0.423065478454222,22.08463,0.08464319,0.2929944
6,317.936407278849,0.436060979171346,18.11093,0.00902073,0.2843616
6,317.935809532688,0.43172789389544,19.97611,0.01752271,0.2842095
6,318.068677837126,0.430689246311664,23.06357,0.1925584,0.3044628
6,318.069828226782,0.426941801205854,21.20845,0.04086569,0.3044701
6,318.205367826433,0.424186676740665,15.29083,0.01016422,0.3489654
6,318.135988948619,0.44380738499917,21.1016,0.03812247,0.3271475
6,318.205486334052,0.419947486609107,22.1951,0.09167966,0.3490961
6,318.204657603885,0.444295019942231,24.14667,0.4102016,0.3480776
6,317.750410006138,0.388458988061734,21.39424,0.054935,0.29462
6,317.810030805335,0.287218743517462,21.65786,0.1393435,0.2877424
6,317.808149648684,0.286525459029145,21.97757,0.1665965,0.2881658
6,317.808517360687,0.282499469224242,23.71724,0.5831153,0.2883456
6,317.809827526746,0.281198388567775,23.03372,0.2075823,0.2881842
6,317.80813082429,0.301954927945367,14.36871,0.008431192,0.2873228
6,317.808523363171,0.300627199827014,21.28974,0.05050777,0.2871923
6,317.808632820638,0.359306110869804,15.37087,0.01331098,0.2900177
6,317.80936107877,0.347208689318311,15.62787,0.01333097,0.2894049
6,317.809942639199,0.349069700766615,21.27481,0.05771922,0.2893887
6,317.809793159115,0.323924269282234,20.28929,0.03434049,0.2882033
6,317.809769571146,0.332858968854659,25.04388,0.5189064,0.2887077
6,317.808875468751,0.330029529350549,24.83174,0.5313647,0.2886883
6,317.874972734119,0.269480654579271,20.65286,0.04663401,0.2817377
6,317.935243256902,0.335557746585663,16.65701,0.01349119,0.2829792
6,317.936573932138,0.334938290113851,22.71118,0.1760222,0.2829814
6,317.936705122231,0.342560521825725,16.75117,0.01355193,0.2831768
6,317.936447012192,0.340997227650701,20.14975,0.03825203,0.2831455
6,317.809975573092,0.309753935171862,16.34545,0.01342336,0.2874137
6,317.809027402198,0.273743266122286,23.64152,0.4909698,0.2886966
6,317.935656992396,0.397604410748579,18.89015,0.01573846,0.2830062
6,317.936228796779,0.292155827625396,18.96565,0.01587011,0.282842
6,317.808875987946,0.291279926323537,18.77994,0.01537647,0.2876647
6,317.935573508208,0.353711019146655,19.08372,0.01629919,0.2832578
6,317.87313074439,0.41357881080349,21.06003,0.0421596,0.2904833
6,317.873535852651,0.412846844517087,22.88403,0.2204892,0.2904363
6,317.80899727601,0.413084171476747,21.99078,0.08675907,0.2924653
6,317.809796793832,0.264568467779942,21.99345,0.08505436,0.2888638
6,317.874767671136,0.393210079562146,21.94145,0.08293774,0.2892638
6,317.874131984982,0.254308305731632,21.94615,0.08155102,0.2846248
6,317.874972380041,0.255213126897955,23.16693,0.4517338,0.2844852
6,317.935277939074,0.259862926973299,21.67195,0.06523731,0.2869044
6,317.935603401708,0.27940194754961,20.28974,0.02502436,0.2835645
6,317.936159483476,0.407841116484986,21.92178,0.08255669,0.2829108
6,317.936775703837,0.28759245598144,21.59995,0.06178671,0.2829213
6,317.808548832101,0.270532194255305,22.75048,0.1614987,0.2889008
6,317.873221060607,0.337936021776967,23.04635,0.2083494,0.2831884
6,317.874153971326,0.307950153898778,22.4797,0.1283771,0.2810131
6,317.874376936733,0.347126709120634,22.81475,0.1718849,0.2840249
6,317.93563356323,0.366680790174462,22.76048,0.166467,0.2831127
6,317.809814165368,0.373478601067367,23.46417,0.2932124,0.2908343
6,318.001867713637,0.25608953092242,16.0632,0.01306054,0.2972707
6,318.002106351445,0.306907210352394,17.37886,0.01343088,0.2904586
6,318.003174385074,0.306398628285275,22.81227,0.1784264,0.2906427
6,318.003198772066,0.389958487705839,19.49795,0.01937246,0.2848965
6,318.002311416308,0.298511782425641,22.78669,0.1710256,0.2911951
6,318.068140252179,0.32556648845775,18.68113,0.01495081,0.3010945
6,318.069418571418,0.29316351709585,21.24155,0.1126918,0.3037677
6,318.002986754345,0.403854903952546,19.81698,0.02034362,0.2840393
6,318.002099554596,0.363154095195659,20.1913,0.02407834,0.2856619
6,318.002167461523,0.343809907430414,20.59955,0.03133,0.286914
6,318.00222680414,0.410146301753627,20.98449,0.04000216,0.2834615
6,318.068393194581,0.373302226686194,22.82327,0.1825409,0.3005799
6,318.067975832807,0.418751296196102,19.9312,0.02152294,0.303068
6,318.068546816241,0.416117052507863,20.18716,0.02442109,0.3030151
6,318.069339425536,0.402573475128411,20.96128,0.03985602,0.3021248
6,318.069885925596,0.275382008935728,20.99063,0.03971324,0.3061423
6,318.00243253849,0.381914052104777,22.75865,0.1703666,0.2850807
6,318.069039470977,0.315791098657233,22.33226,0.1184553,0.3018563
6,318.002798852397,0.337540213088713,22.98455,0.2040881,0.2875028
6,318.068862424453,0.313317538857037,23.99776,0.5794723,0.3019381
6,318.204668653061,0.323046060516021,14.38724,0.001044914,0.3369625
6,318.134175560017,0.413296761823337,19.03735,0.01584777,0.3250213
6,318.135049360009,0.293918869830768,18.51576,0.01440674,0.3184746
6,318.20420310512,0.415913650873635,16.13166,0.01287158,0.3487862
6,318.204654619674,0.415799197760495,20.73742,3.384749,0.3489387
6,318.205216807697,0.297447284189987,18.7455,0.01491803,0.3283814
6,318.204267127396,0.296705409654737,22.39323,0.1314017,0.3281254
6,318.20405654526,0.391178210036654,19.51964,0.01816196,0.3495108
6,318.134196821021,0.308027211982462,21.81497,0.0780023,0.3181231
6,318.203767780127,0.404777296848936,23.49053,0.3234443,0.3490972
6,318.134748712789,0.327123301405385,20.92387,0.03873103,0.3189926
6,318.135654616883,0.350582835573785,19.92192,0.02123647,0.3207451
6,318.204169400517,0.381313776081625,20.93744,0.0395737,0.3496256
6,318.203986636345,0.334419272036472,22.10444,0.1001964,0.3415046
6,318.204888027481,0.268060953961689,20.86971,0.03706215,0.3200145
6,318.204950540577,0.348814999243627,20.81284,0.03595361,0.3440143
6,318.135042729927,0.408342269329674,25.53542,0.4653349,0.3249857
6,318.135195937232,0.2578742875883,22.97594,0.2072757,0.3174187
6,317.750251638684,0.705777301304692,22.18772,0.1060029,0.2779061
6,317.7503918811,0.719521300026375,20.76406,0.03515792,0.2743413
6,317.809211940859,0.671293901140826,22.59247,0.1608947,0.2954371
6,317.809351087887,0.705083709733664,18.2353,0.01612299,0.2813396
6,317.809637333011,0.706019642835704,22.40493,0.1356652,0.280963
6,317.809466070576,0.680654177163662,22.60336,0.1469426,0.2915072
6,317.809275931704,0.681287202062155,22.29225,0.1127566,0.2912395
6,317.936956463451,0.697889864927449,17.45463,0.01555022,0.2924694
6,317.874726483401,0.660814873431964,22.97925,0.1996698,0.3062005
6,317.80827696995,0.744436518979143,20.7606,0.03514156,0.273221
6,317.874347865752,0.712086925125385,24.47871,0.5328767,0.2918733
6,317.873729804635,0.685795426116897,20.91995,0.03840338,0.2996132
6,317.93559737674,0.717107611314809,21.10485,0.04481435,0.2905258
6,317.936000296145,0.735155957760248,21.84937,0.08142285,0.2886786
6,317.808651900992,0.735702071835854,22.88656,0.1919552,0.274839
6,317.809957085905,0.663486165683222,24.35768,0.5004802,0.298562
6,317.935562178942,0.739961117615774,23.08877,0.2329162,0.2885889
6,317.936263837013,0.662121720071595,23.26868,0.2571924,0.2980915
6,317.874170389359,0.705118260779747,25.13819,0.5258283,0.2936241
6,318.002522105095,0.73457765125456,18.50303,0.01595303,0.2811593
6,318.003356378112,0.744628844749464,24.58808,1.216609,0.2813451
6,318.001636212311,0.719533762743707,17.07949,0.01468842,0.2809167
6,318.068699853056,0.66171318448531,23.87106,0.4783684,0.2824622
6,318.001986815773,0.72949980374811,19.30765,0.01818885,0.2810969
6,318.069353782522,0.694760865273721,19.67557,0.02021564,0.2813055
6,318.068100022873,0.727609056438857,21.54083,0.06489058,0.2823744
6,318.068771635975,0.69174624441034,20.77194,0.03567366,0.2813611
6,318.069082157528,0.689980146365537,22.00545,0.09352825,0.2814374
6,318.069711876587,0.712892801489235,20.85104,0.03807032,0.281396
6,318.001690535037,0.667400289930654,22.38954,0.1267512,0.2820378
6,318.002941994748,0.690413580879248,22.71572,0.1699006,0.2809955
6,318.002203935117,0.662419991054323,23.84425,0.4030572,0.2824346
6,318.003252780156,0.668246248649668,23.67214,0.3602616,0.2818292
6,318.069452000942,0.745946109179946,23.27896,0.2837105,0.2839725
6,318.134643028146,0.699119443958617,23.32969,0.3190052,0.2959627
6,318.13490855941,0.678574236294417,20.60358,0.03152883,0.2953949
6,318.204756491149,0.689673195672609,16.81668,0.01297796,0.3260332
6,318.134379791446,0.704908750389585,22.10473,0.1042974,0.2963722
6,318.134168363777,0.705096046324922,24.59085,0.9456532,0.2963369
6,317.906335871884,0.43591645670688,16.27797,0.008343264,0.287367
6,317.907376075455,0.435326734347514,19.50242,0.6094019,0.2872195
6,317.939781113779,0.441040589678817,19.2077,0.01217247,0.2842625
6,317.940646611926,0.420503364659149,20.03806,0.01907074,0.2831811
6,317.940744564386,0.419848280319563,23.5295,0.3021854,0.2831398
6,317.992150732216,0.42628297185359,21.49665,0.05149923,0.2831762
6,318.059882086159,0.445705990137156,22.06793,0.08441473,0.3035305
6,317.992751077085,0.434378440474932,23.5893,0.2916377,0.2840948
6,318.129031949391,0.433891488309531,15.75711,0.009950041,0.324471
6,318.128188448099,0.421526298643162,18.28956,0.01129293,0.3234784
6,318.198004765407,0.43046455260214,22.75474,0.1738986,0.346525
6,318.198492842235,0.420760794431913,23.10621,0.1970997,0.3468899
6,317.775984419176,0.300034681977308,16.81543,0.01727992,0.2946092
6,317.777119892473,0.299989985951858,19.97052,1.12973,0.2943591
6,317.776411915298,0.352008109057297,17.17473,0.01727903,0.2935849
6,317.776822859113,0.407635684246319,16.07321,0.01706988,0.2931903
6,317.77604222172,0.409119167157843,21.33377,0.06443591,0.2932139
6,317.77564934792,0.408385221338436,24.89679,0.6159811,0.2932197
6,317.777374862197,0.253640183501824,21.74875,0.07144981,0.2949929
6,317.844338217746,0.359742734523875,24.52187,0.616837,0.286873
6,317.906770201654,0.277333731103559,20.84302,0.03657471,0.2814812
6,317.907186728083,0.295489316349655,22.62346,0.1452508,0.2815193
6,317.907229434154,0.413952460478499,17.81459,0.01403206,0.2864114
6,317.908084181445,0.328036907339514,19.19021,0.01667064,0.2822028
6,317.844998617688,0.332978445446561,20.9013,0.09432229,0.2843449
6,317.843823460091,0.332851740073853,22.07457,0.09788253,0.2844055
6,317.906622761901,0.311774826048371,20.71477,0.05717912,0.2814484
6,317.907618782783,0.312035237342165,20.34181,0.02625524,0.2814775
6,317.908220266801,0.321098721585834,20.53485,0.02883979,0.2816152
6,317.939251146814,0.390631601865728,21.91294,0.08351339,0.2829061
6,317.843626124213,0.257070769503468,22.17631,0.0986286,0.2864251
6,317.844064356497,0.276749133829757,21.03005,0.03973945,0.2834553
6,317.84445508035,0.388405981365798,20.83142,0.03561674,0.2894751
6,317.90691076884,0.405254433230486,20.23762,0.02468875,0.2862502
6,317.940243285674,0.280946822536589,22.63036,0.1462114,0.2836905
6,317.940318172672,0.368437170376566,21.80037,0.0741782,0.2828826
6,317.907689620267,0.340335257199379,22.40114,0.1213595,0.2831799
6,317.907974884224,0.293221830978648,22.91007,0.5483706,0.2815471
6,317.940452054988,0.298120140937786,23.09921,0.2172774,0.283381
6,317.940001418206,0.336197710514967,22.57591,0.1416901,0.2830828
6,317.940511576746,0.375666641387529,22.02756,0.08968405,0.2829286
6,317.940854059536,0.286873499417432,22.43067,0.1235703,0.2832929
6,317.906795565951,0.391746090805294,23.22465,0.2446594,0.2861101
6,317.93951022823,0.291376894223595,23.06423,0.2107416,0.2832141
6,318.059947100531,0.348095131875057,20.66854,0.03342429,0.2975394
6,318.058174730841,0.368125643959343,21.90794,0.2127323,0.2976045
6,318.059364631447,0.35925070757691,22.25751,0.1636692,0.2977615
6,318.058791823234,0.410606844052714,22.00567,0.09353242,0.2993718
6,318.059600751177,0.332343186590546,16.41648,0.01312411,0.2980542
6,318.058531390655,0.391373814777481,23.02506,0.2317185,0.2979603
6,318.058299480948,0.302525551646103,17.95296,0.01384772,0.2995143
6,317.991663463846,0.369316180421656,19.15289,0.01636661,0.2839036
6,317.992839776406,0.262321577174364,23.10412,0.2252024,0.2950731
6,317.992920368513,0.263503846970521,20.73174,0.03271547,0.2949096
6,317.991676610731,0.382742712258176,21.1557,0.04515648,0.2836151
6,317.992098821701,0.401157578446243,22.67756,0.1590262,0.2831663
6,317.992607628207,0.365545089625345,21.58674,0.06315541,0.2842523
6,317.992629942812,0.373963120994528,21.94985,0.0853005,0.2838165
6,317.992965773715,0.276824358556898,21.06855,0.04142032,0.292839
6,318.058651299899,0.401101153154314,21.68731,0.07051565,0.2986301
6,318.0591593786,0.322301557953561,20.43963,0.02774238,0.2984165
6,318.059724587026,0.313872734730018,20.83153,0.03942252,0.2990741
6,317.992084170095,0.328632829315387,22.54148,0.1395776,0.2872443
6,318.058664155696,0.311635607264553,22.24383,0.1094487,0.2988806
6,318.129528577897,0.317267484435895,24.05996,0.4183927,0.3172044
6,318.12818370115,0.356382498091493,17.81821,0.01350045,0.3181558
6,318.129088154141,0.287588547370048,18.15128,0.01385199,0.3176929
6,318.129164522375,0.346802504547076,19.09676,0.0160195,0.3179239
6,318.19783217432,0.273260618337663,19.05527,0.01581376,0.3216475
6,318.198112659009,0.254243187400732,19.03007,0.01572669,0.3176888
6,318.128895291563,0.380727558901234,20.24984,0.02680709,0.3206381
6,318.129441045777,0.414086920520466,20.90992,0.03888572,0.3234039
6,318.19932808721,0.361691980371463,24.89948,0.5722085,0.3449096
6,318.128824344424,0.386974793630741,20.77403,0.03517633,0.3211291
6,318.12931017146,0.37395763089827,20.77596,0.0351082,0.3201975
6,318.128559176865,0.290681716258685,22.13863,0.1048182,0.3174768
6,318.129030826218,0.342106475467201,20.52675,0.02989101,0.3175892
6,318.12982973604,0.339550546091495,24.10639,0.5074375,0.317769
6,318.129783392313,0.40470683095651,22.73373,0.173416,0.3228057
6,318.129459009532,0.403316319360028,23.07189,0.2308445,0.3225738
6,318.198985740996,0.392342151875613,21.17951,0.04763885,0.3477141
6,318.199167521333,0.270696705352067,20.11229,0.02317274,0.3210194
6,318.199229980483,0.363446489392096,23.50618,0.3237328,0.3452138
6,318.199722281899,0.252442498178748,19.84712,0.02043514,0.3172585
6,318.128205593357,0.304654650808626,22.51217,0.1407162,0.317015
6,318.198163089928,0.293160270789713,22.7688,0.5023108,0.3269192
6,318.128936249287,0.278085308664548,23.2343,0.2564213,0.3179556
6,318.199519837858,0.276335878840423,23.10523,0.2320709,0.3222888
6,318.199458683244,0.398311794873269,23.31097,0.2811556,0.347799
6,317.777382719572,0.731228987716032,15.85923,0.002836552,0.2726266
6,317.777124270866,0.724956048572666,19.62207,0.02008584,0.2744315
6,317.77549947846,0.733408114735517,25.27456,0.5417417,0.2718495
6,317.775966177271,0.701060093908825,19.52243,0.01940038,0.282156
6,317.776456743735,0.736549570180261,24.30073,0.5156677,0.2710457
6,317.77587567352,0.667700489927895,21.78098,0.07382715,0.293047
6,317.776253588744,0.7472730952487,20.927,0.03955686,0.2688421
6,317.77669802217,0.710687436333728,22.62654,0.1538686,0.2788991
6,317.777106949458,0.665392334490231,22.92297,0.5650776,0.2939817
6,317.777069424851,0.672447883492216,22.9855,0.2045678,0.2919169
6,317.775660971284,0.705128422505189,25.32972,0.4974792,0.2807388
6,317.907982789385,0.673995787952343,24.80192,1.772765,0.3005401
6,317.907992364536,0.68494491207429,24.70544,0.5683551,0.2980213
6,317.844844260361,0.695157652147755,18.3382,0.0162245,0.292075
6,317.907163641316,0.734200041545765,21.93691,0.08887547,0.2898911
6,317.845037979973,0.744644987132982,20.34328,0.02740712,0.2810631
6,317.908121100996,0.716420994989057,19.78185,0.02133927,0.2918915
6,317.940463136661,0.671782780455432,20.64375,0.0322085,0.2951476
6,317.940507287924,0.697530720702507,22.26478,0.1257286,0.2921178
6,317.940472577084,0.696582230995119,22.35654,0.1233051,0.2922401
6,317.940861359018,0.737663286919421,22.71204,0.169977,0.2879903
6,317.939954703739,0.729553248573837,22.80333,0.1826154,0.2884766
6,317.908159196208,0.705402631533161,23.52097,0.3173889,0.2937269
6,317.939193944218,0.719602249239949,23.51455,0.3227795,0.2896315
6,317.843476301265,0.705042309074259,24.85025,0.5495561,0.2891501
6,317.992423331814,0.742791156373673,22.24183,0.1281682,0.2822415
6,317.992767948702,0.746780867307,24.97726,0.5895519,0.2827893
6,317.993234076166,0.746230649812894,23.99911,0.2968672,0.2826566
6,318.058505211517,0.706285620291938,17.28934,0.01476654,0.2801791
6,317.993331264281,0.720705681002367,17.81639,0.01506039,0.2816372
6,317.993518633842,0.658478705210257,18.80021,0.0163464,0.284669
6,318.05847066171,0.658478017845057,23.61361,0.3816463,0.281341
6,318.059768189008,0.724219215612982,18.14937,0.0153793,0.2805805
6,318.058241136291,0.678175451001811,19.85728,0.02812965,0.2806108
6,318.05822827868,0.678559855135537,21.05809,0.2059496,0.2806117
6,318.05845485963,0.741907672581852,19.99267,0.02332021,0.2821712
6,318.058205736803,0.74013363275307,22.42379,0.138641,0.2819828
6,318.05848290518,0.661860251949964,20.31711,0.02660474,0.2811867
6,318.127727475548,0.668081547603648,25.49688,0.5550998,0.2934856
6,318.126962568193,0.661285021885821,23.25718,0.2995357,0.2934143
6,318.194148626554,0.71958534410686,24.65847,0.3570023,0.3232651
6,318.195645297363,0.704656997051082,19.46981,0.01803379,0.3229903
6,318.127299823717,0.672907572541867,19.09756,0.01590664,0.2933934
6,318.127175896491,0.748778456698472,23.36356,0.306352,0.2964582
6,318.194288962238,0.699178840738642,22.9169,0.2067001,0.3218022
6,317.787159728268,0.463206148470976,17.37004,0.01100062,0.2966217
6,317.787767352746,0.464031264776462,21.6003,1.834912,0.2967328
6,317.788534822214,0.500233492325761,19.06775,0.01376465,0.3025767
6,317.787771599239,0.632099229613399,17.9471,0.01138422,0.305035
6,317.814052391159,0.507524617735192,18.09859,0.01160902,0.3038242
6,317.788016968671,0.453091312387043,23.67126,0.8946155,0.2955398
6,317.78802122573,0.578239314871685,19.15739,0.01405738,0.3132025
6,317.788358999583,0.575973683114432,23.94112,0.297159,0.3130163
6,317.788454520835,0.628983240905363,20.64763,0.02908611,0.3060361
6,317.81398472745,0.530939635763823,18.68549,0.0126352,0.3091317
6,317.78732907892,0.490429513082384,22.58722,0.139547,0.3008524
6,317.787508825205,0.530362270827334,22.30981,0.1132224,0.3077646
6,317.788115130059,0.562762229367005,22.79837,0.1727078,0.3117174
6,317.788655732365,0.562432966051395,24.11525,0.3666653,0.3117547
6,317.81314789471,0.576018935687269,21.79286,0.06714432,0.3143293
6,317.788214212977,0.586696120802664,21.5002,0.05302083,0.312813
6,317.812336028633,0.550571450500473,20.7353,0.03060194,0.312682
6,317.8135192231,0.550037122348819,23.15199,0.253288,0.3126332
6,317.812620982512,0.559771855569991,21.705,0.06374242,0.3131377
6,317.813479487808,0.558994039868875,23.03657,0.2033561,0.3130854
6,317.788695765341,0.496573247119233,21.62343,0.0603435,0.3019419
6,317.787984979307,0.524047787025115,22.78344,0.1578487,0.3065608
6,317.787686489263,0.55218612055536,22.99609,0.1864329,0.3107533
6,317.787149504126,0.63772089371168,22.99259,0.1818928,0.3033753
6,317.812740702463,0.510322595937208,21.85695,0.07244024,0.3043996
6,317.814047596248,0.515863720099024,22.9978,0.1887068,0.3055871
6,317.812353531228,0.602550232958703,22.78427,0.1533768,0.3130977
6,317.813904621853,0.562820495726729,22.75516,0.2611764,0.3133205
6,317.812542504948,0.451079461086721,24.31345,0.4699843,0.2951761
6,317.813455236657,0.592898167911362,23.77072,0.331797,0.3143427
6,317.847135988312,0.593991472206293,18.60813,0.01389383,0.3165032
6,317.879174004688,0.508138586674175,19.37946,0.02107184,0.2991847
6,317.878778682963,0.496945241001211,23.09607,0.2228454,0.297222
6,317.880057352798,0.499178883849839,24.76936,0.5837806,0.2975272
6,317.87908172616,0.583702757165987,19.95456,0.02006951,0.3154258
6,317.938543809658,0.563140045322009,19.62433,0.01779414,0.3063515
6,317.937938861728,0.560758634582155,24.28244,3.321391,0.3061903
6,317.938412663132,0.575393923697925,14.77085,0.01208631,0.307009
6,317.846270275203,0.479033340636523,18.08736,0.01317361,0.2964253
6,317.845844070549,0.522779530087118,17.86173,0.01292275,0.3049783
6,317.880065239906,0.460492741295232,22.70742,0.1708273,0.2920471
6,317.88048144316,0.468209970783925,18.55833,0.0138939,0.2928097
6,317.879989890139,0.528690300052937,18.64862,0.01400969,0.3041754
6,317.845460261592,0.447247405801515,19.28487,0.0161261,0.2933429
6,317.879985881661,0.59958604490335,18.56752,0.01384086,0.3162074
6,317.880521399828,0.598988469431054,22.02335,0.10812,0.3162669
6,317.880337192768,0.590787869845399,19.36373,0.01617902,0.3158002
6,317.846088019348,0.45086476600384,20.16014,0.02268302,0.2935183
6,317.845649527365,0.495756086070842,23.90224,0.371372,0.2997636
6,317.938159922786,0.507757341940357,22.25644,0.1015075,0.2965557
6,317.938193185187,0.504808673153113,20.10375,0.02138776,0.2958177
6,317.937351518681,0.503510414893977,24.17952,0.7464787,0.2955151
6,317.879527636299,0.550012961383198,21.05545,0.04233049,0.3102472
6,317.879203746128,0.65085715904225,21.41897,0.05188523,0.3087506
6,317.879838419813,0.651885333203685,22.70915,0.1472138,0.3085886
6,317.938140629187,0.617701524215711,21.17526,0.04133789,0.3057477
6,317.93871042174,0.61037138269645,22.28534,0.1015425,0.3064806
6,317.846014758783,0.50511902639356,22.42743,0.1166578,0.3014255
6,317.847022472151,0.516263709330568,22.92343,0.1763585,0.3034483
6,317.846951057277,0.537378430273021,22.5858,0.1315715,0.308197
6,317.846546845292,0.563812494226727,22.04383,0.09685781,0.3130683
6,317.846322186904,0.642308668150629,21.84701,0.06923448,0.3079689
6,317.880255504627,0.543139427767129,22.94732,1.016784,0.3082592
6,317.938871075594,0.448332087021003,22.5552,0.1345096,0.2848017
6,317.93780017071,0.627275072017271,23.44488,0.2964963,0.3047849
6,317.880069192725,0.537885260950942,23.21683,0.222061,0.3067727
6,317.880559886518,0.555958195371825,23.53145,0.2815295,0.3119357
6,317.937629901741,0.45125509670229,23.82227,0.3638667,0.2852999
6,317.937594826929,0.552083843527092,23.21441,0.2890815,0.3053399
6,317.93787374081,0.602434574461536,23.39432,0.2519602,0.3070184
6,317.989897171083,0.512845108852635,23.17727,0.2235325,0.2983853
6,317.9898058233,0.639727706824271,17.21404,0.0114096,0.2888771
6,318.056993608142,0.478909527763597,15.7328,0.01360954,0.306582
6,318.056753303031,0.536706693775097,15.7203,0.02180426,0.3053002
6,318.05735448873,0.537809379204473,16.17505,0.01283651,0.3051798
6,318.058100730918,0.510933524461574,19.04353,0.01429093,0.3090735
6,317.991347482839,0.524194088739006,17.39073,0.01142567,0.299818
6,317.990535413192,0.524521029591735,22.55711,0.1640152,0.2998293
6,317.990309291581,0.576466543444554,19.2057,0.01462792,0.2989075
6,318.056877538106,0.602089482094902,20.17172,0.03395342,0.2902402
6,318.058103892126,0.602739951676464,23.10048,0.2168749,0.2901059
6,318.057039037749,0.575033340381996,17.2311,0.01132851,0.2971815
6,318.057362176985,0.657239047005969,17.02408,0.01122173,0.2812565
6,317.991021195616,0.642770875214782,19.33699,0.0151115,0.2880687
6,317.99072030504,0.632061417855728,24.77435,0.4862219,0.2902063
6,318.057561486456,0.63265036342579,25.53564,0.3920549,0.2828793
6,317.990100139305,0.506498745423676,21.20254,0.0436222,0.2974305
6,317.990123946993,0.548755048449877,21.65661,0.06127086,0.3008229
6,317.99045550514,0.554795679016147,20.5977,0.02795199,0.3006132
6,317.989877799339,0.607148032104294,21.47673,0.05213535,0.294874
6,317.991491861142,0.586426245777329,21.62759,0.05911665,0.297574
6,318.056604468523,0.5688118877205,21.64875,0.06114571,0.2985292
6,317.991199393485,0.540439761673596,22.38084,0.1124845,0.3008376
6,318.057950262138,0.530138773326495,21.97728,0.0817716,0.3067189
6,318.056266051827,0.612289429116139,22.08357,0.08698724,0.2878942
6,317.990582608077,0.597464322956727,24.02374,0.3907477,0.2962506
6,318.056584948299,0.549166553320821,23.27423,0.9629779,0.302449
6,318.057504750801,0.558423262666809,23.97087,0.3899734,0.3006191
6,318.05807224444,0.563860194110888,25.12413,0.4804386,0.2997453
6,318.057353140587,0.638596674671235,23.29516,0.234483,0.2821697
6,318.127684636564,0.529654380545682,20.40382,0.02861062,0.3241911
6,318.12788923618,0.53762919659719,21.44935,0.05269019,0.3219255
6,318.127726768576,0.531687878924081,21.75637,0.07266056,0.3236154
6,318.126750515259,0.468852818334783,16.0402,0.008306881,0.3279528
6,318.126732100938,0.648953875179798,18.66148,0.01745734,0.2935731
6,318.195544256318,0.604292046897459,18.10079,0.009643103,0.3239239
6,318.127401366858,0.573259304492053,19.13761,0.01242491,0.3110352
6,318.126151576259,0.460625037436613,23.94758,0.3775398,0.3268523
6,318.127564366195,0.554018302902412,20.45158,0.02474745,0.3170316
6,318.194532694965,0.492112030686975,24.93253,0.5184434,0.3407932
6,318.195052282026,0.507198303131826,21.03605,0.03864451,0.3393537
6,318.12686763573,0.453528450729507,20.80863,0.03288732,0.3260419
6,318.127135443544,0.477416553378652,22.06884,0.08999154,0.3288098
6,318.127846528898,0.639066522020827,20.38369,0.02320512,0.2951655
6,318.126517602599,0.639573086683254,23.91943,0.3922001,0.2947436
6,318.195557874409,0.496944935090661,20.50693,0.02619658,0.3403578
6,318.194457316467,0.574216377082893,20.59796,0.02732769,0.3301381
6,318.19527254566,0.544607651716109,21.70423,0.06474409,0.3349908
6,318.194125052669,0.5956474342661,21.42769,0.05082573,0.3252392
6,318.127069407981,0.508716465623481,22.8659,0.1751095,0.327119
6,317.834826843776,0.549751705426382,22.34118,0.1067974,0.3119598
6,317.89584971936,0.635245277340258,24.2195,0.4356318,0.3112741
6,317.964814310682,0.524978377766841,18.00868,0.0130788,0.2999084
6,317.966214864764,0.547328964536892,17.43645,0.01262184,0.3023239
6,317.896210343791,0.600072465375621,19.77711,0.01851512,0.3147053
6,317.834754769683,0.625603026860555,25.2476,0.4408988,0.311902
6,317.896096418164,0.497842559136568,21.48072,0.07848001,0.2962879
6,317.833856630232,0.45739582149519,21.53446,0.05707775,0.2945306
6,317.833817464081,0.466003586359004,22.08911,0.1208636,0.2950186
6,317.834280096082,0.569814285204871,21.72506,0.06373966,0.3138527
6,317.835638163732,0.645600814179787,22.8403,0.17567,0.3060011
6,317.895678855443,0.494982942100241,19.97409,0.02048999,0.2957602
6,317.895135257518,0.566881288983352,21.48416,0.0526084,0.3123262
6,317.894748658449,0.583650082955567,24.22455,0.4255277,0.3136052
6,317.834513414242,0.471162012347688,22.75531,0.1564599,0.2957201
6,317.834508497693,0.524641340994158,22.38866,0.1121478,0.3064899
6,317.835423727628,0.533142260988434,22.55378,0.1284261,0.3082303
6,317.835175968417,0.596349944870811,23.73908,0.3233236,0.3155596
6,317.895159630605,0.490514795840039,22.3384,0.109059,0.2949647
6,317.895731999382,0.528486433488225,22.28457,0.1024428,0.3035674
6,317.9647581094,0.506635021485651,22.42188,0.1310959,0.2960775
6,317.966056237487,0.487843767232569,22.75331,0.1571419,0.2914379
6,317.835570967401,0.508366179656828,24.02856,0.3975689,0.3031061
6,317.894505505955,0.554527266216628,25.82529,0.3268296,0.310654
6,317.96536801084,0.48029096092083,23.70381,0.3337319,0.2900485
