#Table1
type,ra,dec,psfMag_r,psfMagErr_r,extinction_r,clean
6,184.05962610798,32.0075874408949,18.89955,0.01763879,0.03693335,1
6,184.183245902087,32.0006633452459,19.07327,0.01811538,0.0335621,1
6,184.061280919091,31.9693908344539,20.07358,0.02445964,0.03589415,1
6,184.060176749639,32.0180497434273,22.38643,0.1262289,0.03693183,1
6,184.060884779341,31.9455016672614,22.70366,0.1669395,0.03431498,1
6,183.824107157646,31.823775352592,20.12355,0.03207506,0.03457041,1
6,183.826087121309,31.7965125070653,22.35289,0.1475726,0.03524925,1
6,183.824691113706,31.7532745026962,21.8699,0.09770408,0.03701676,1
6,183.826498697419,31.8156649378137,22.70337,0.199009,0.03468871,1
6,183.938387487389,31.8129364836274,21.79325,0.09091891,0.03253749,1
6,184.183450412277,31.8476896866717,20.52077,0.03547101,0.03640809,1
6,184.181413525201,31.8186252908199,22.55622,0.1726517,0.03717405,1
6,183.826991024082,32.1691027584799,15.37858,0.01707987,0.02997567,1
6,183.82413521058,32.2091288648194,18.44231,0.01834768,0.02866677,1
6,183.826626986292,32.148765838567,22.36528,0.153362,0.03065266,1
6,183.825117143259,32.1444832991282,22.51404,0.1641608,0.03066554,1
6,184.059311163036,32.1566617851253,22.38589,0.1463347,0.0329648,1
6,183.818026748667,32.0315936270926,20.92768,0.03808584,0.02891061,1
6,183.819798558497,31.9695317088401,20.804,0.03524474,0.02981177,1
6,183.819507669864,31.9924379449966,21.85721,0.08543693,0.02914542,1
6,183.816704279784,32.0610315952486,22.97186,0.2064103,0.02953695,1
6,183.932083452479,32.0451905310483,18.68194,0.01588292,0.03174011,1
6,183.933142175973,32.0446980157123,20.00379,0.02441671,0.03180427,1
6,184.053069556226,31.930575919923,18.2693,0.01636562,0.03307164,1
6,184.167597427676,31.915494771594,21.79024,0.08149694,0.03546163,1
6,184.054774842753,31.9327391404217,21.49589,0.06107482,0.03326077,1
6,184.168997657365,31.9992449603659,22.69079,0.1805757,0.03384702,1
6,184.168411246231,32.0521816558649,21.66438,0.06960611,0.03141442,1
6,184.170483713814,31.8890415656362,22.02059,0.09838853,0.03546872,1
6,184.05312185716,32.0592376231107,22.09004,0.09751119,0.03646996,1
6,184.167838861211,32.0735306044442,21.97437,0.08948815,0.03079282,1
6,183.81762021826,31.8035918998896,17.27816,0.02342799,0.03534044,1
6,183.931463030286,31.8165645878542,21.37817,0.0697677,0.03230232,1
6,183.930923645898,31.7741754919654,20.84609,0.04587582,0.03536562,1
6,183.932723624438,31.8015116082335,21.44584,0.06938537,0.03334544,1
6,183.81841338326,32.1048257910894,18.71766,0.01870359,0.03038535,1
6,183.818787901215,32.157282009752,19.72469,0.02338494,0.03012782,1
6,183.931581886917,32.2292766320676,20.34731,0.03000943,0.0329789,1
6,183.931392475763,32.1869483808704,22.29914,0.1555338,0.03402319,1
6,184.053337357019,32.240954800523,20.28949,0.02867208,0.03566567,1
6,183.931411739754,32.1715436773456,22.1068,0.1155248,0.0339287,1
6,183.932947333741,32.2441387275403,22.52766,0.1684374,0.03300655,1
6,184.168428906334,32.0987926608829,20.66967,0.03635616,0.0304844,1
6,184.169486548227,32.1994103669254,21.65591,0.07889789,0.03179891,1
6,184.168600686746,32.1805563460096,22.55433,0.1704337,0.03133423,1
6,184.170716539605,31.9726277149151,22.68822,0.1665523,0.03498565,1
6,184.170487279873,32.1151860917443,21.39194,0.06304992,0.03024874,1
6,183.800470644123,32.059005014041,22.45013,0.1337461,0.02957844,1
6,183.799503104697,31.8991993926205,16.42381,0.01174378,0.03306816,1
6,183.800878235443,32.02292847395,22.5275,0.1470536,0.02884153,1
6,183.79983036392,32.0353601721197,22.13633,0.1017046,0.02910857,1
6,183.799168629425,31.9312706171111,22.24048,0.1116641,0.031225,1
6,183.799898039176,31.9145794952143,22.52811,0.1724914,0.03213864,1
6,183.915716712161,31.9810686883418,17.59396,0.01096332,0.03031882,1
6,183.914617042546,32.0401155260474,22.52475,0.1430166,0.03059172,1
6,183.912802364487,31.9139354005188,22.81296,0.1802775,0.0301582,1
6,184.161924549042,31.8876941434339,17.58595,0.0157746,0.0351864,1
6,184.038825608801,31.9061414806673,20.979,0.04151984,0.03132332,1
6,184.162637686871,32.0742803294191,21.17562,0.04744549,0.03093641,1
6,184.037440104264,31.9453700686621,21.77923,0.08187629,0.03379276,1
6,184.039468374943,31.9948425425203,22.09481,0.09877953,0.03659506,1
6,184.037710372017,31.9573398014503,22.69833,0.1655064,0.03468339,1
6,184.038760617042,31.8909297133688,22.97692,0.2104915,0.03102489,1
6,183.799319682213,31.8368540753772,22.47783,0.2220222,0.03505987,1
6,183.800026346426,31.7652798946467,22.52562,0.1709623,0.03705134,1
6,184.161854376671,31.8416123350674,16.42172,0.01926372,0.0361425,1
6,183.799862688232,32.2042401461473,22.53372,0.1750272,0.02778887,1
6,183.799382741114,32.1091731314932,21.99278,0.1044289,0.02988586,1
6,184.038244584816,32.1595713480563,21.19416,0.05363873,0.03316552,1
6,183.914268970402,32.1144919137066,21.62624,0.07610707,0.03274978,1
6,183.915319565588,32.2050370411469,20.08134,0.02541988,0.03310992,1
6,183.912858887122,32.2319314901937,22.68351,0.1925575,0.03234403,1
6,184.162237201195,32.1672406178648,18.46321,0.01601082,0.03108632,1
6,184.160652249185,32.2374372455028,22.78792,0.208619,0.03308864,1
6,184.1622412781,32.1565355080194,22.48066,0.1596284,0.03081559,1
6,184.16350724114,32.0261340480587,22.84007,0.1877027,0.03252485,1
6,184.163392085504,32.0871847366629,20.3947,0.03032806,0.03067134,1
6,183.82251084714,31.9147251250278,22.74472,0.1768798,0.03186792,1
6,183.934895281783,32.0717726719875,16.44018,0.01037668,0.0323626,1
6,183.935883478839,31.9663651007203,20.28277,0.02450666,0.03071443,1
6,183.936680885445,31.8940296742448,21.65129,0.06717409,0.02979192,1
6,183.934457287012,31.8930358249328,22.8351,0.1832666,0.02980645,1
6,184.057852381855,32.0090871172943,21.5667,0.06485388,0.03695048,1
6,184.058728786494,32.0278209429042,20.14116,0.02482125,0.03706273,1
6,184.057171789689,32.0573341077942,20.56136,0.03140532,0.03649964,1
6,184.05723040987,31.8808698067468,21.81767,0.07957497,0.03147148,1
6,184.178035134204,31.9906408630619,21.756,0.07598542,0.03420078,1
6,184.055932475543,31.9085758205795,22.43266,0.1331813,0.03187049,1
6,184.056119718549,32.0730219482478,22.61986,0.152436,0.03566044,1
6,184.179410526186,31.9446018084008,22.87294,0.1964244,0.03579691,1
6,183.820449795316,31.793889574349,19.0827,0.02540862,0.03552498,1
6,183.821716411838,31.7911840638768,22.03681,0.1138625,0.03556424,1
6,183.933921328764,31.7514421123483,21.82356,0.09278788,0.03712072,1
6,183.936476890793,31.827411761135,22.19374,0.1269136,0.03159162,1
6,184.056757055137,31.8203725027808,22.08236,0.1155239,0.03410505,1
6,183.934630353456,31.8205320939902,22.52654,0.1682668,0.03203112,1
6,184.056325793959,31.7712347680789,22.53493,0.1693327,0.03712867,1
6,183.820949240915,32.0964691205958,21.4004,0.06389948,0.0304223,1
6,184.058133606446,32.2233516063973,15.12382,0.01418554,0.03467948,1
6,184.05711375739,32.2217261851373,20.92549,0.04789999,0.03459121,1
6,184.05714852906,32.225860570701,21.12223,0.05244463,0.03481471,1
6,183.934231066757,32.1777552463971,22.72158,0.1968888,0.03398204,1
6,183.935953241336,32.135212721793,22.11189,0.1151996,0.033731,1
6,184.058122168546,32.2386239608907,20.35271,0.02978881,0.03552694,1
6,183.935025288576,32.1952758770251,22.3785,0.1470054,0.03393701,1
6,183.935424493437,32.1811623342339,22.64585,0.1846304,0.03401036,1
6,184.057705178813,32.1773820065906,22.72157,0.1966124,0.03296109,1
6,184.179363191013,32.1044284437579,21.92663,0.1002976,0.03028352,1
6,184.180821722549,32.0461393933694,17.22725,0.01558104,0.03165733,1
6,184.18082977842,32.0026869975053,22.82506,0.1927052,0.03348754,1
6,184.180218362876,32.0234970583651,18.44217,0.0166714,0.032388,1
6,184.181078817908,32.0435206636287,22.79819,0.1811847,0.03174375,1
6,184.181056066493,32.1480606752227,20.96991,0.04538221,0.03034234,1
6,183.840441886833,31.9971713474234,20.93924,0.04400254,0.02902283,1
6,183.840779716634,31.9963595541827,21.96584,0.1460991,0.02904717,1
6,183.952889862899,31.9805837207043,14.43045,0.01013187,0.03203904,1
6,183.952066337386,31.8865548943514,21.54549,0.06155338,0.02959232,1
6,183.953671480637,31.9524230568118,22.81505,0.1814772,0.03086961,1
6,183.953571552132,31.9636014791281,22.94303,0.2021821,0.03138277,1
6,184.189764194562,32.0634336086472,20.48923,0.03044219,0.03107738,1
6,184.074447827994,32.0487945124177,20.46822,0.02971201,0.03601306,1
6,184.191125717277,31.9010134645609,22.57619,0.1732595,0.03602483,1
6,184.190491014292,32.047058817086,21.15239,0.0470673,0.03168039,1
6,184.191886135981,31.9150697935204,21.72486,0.07503761,0.03597469,1
6,184.075017451725,31.908916658895,22.51903,0.1438455,0.03240529,1
6,183.839297119577,31.7738015950778,15.93674,0.02321298,0.03580387,1
6,183.838768182806,31.8110895847607,22.17679,0.1268824,0.03434798,1
6,183.954033699809,31.8596066096463,20.0624,0.0321078,0.03003183,1
6,183.951933188147,31.8187869190817,21.34431,0.06666923,0.03207711,1
6,184.074605653139,31.8152511310837,20.46125,0.03759248,0.03492668,1
6,183.954448863013,31.7747245578805,22.61087,0.1794121,0.0357265,1
6,183.953729662901,31.822691572614,21.48612,0.0714005,0.03188199,1
6,184.18973140885,31.7824404613886,19.73833,0.02527538,0.03749266,1
6,184.191575828232,31.7501351954707,22.74748,0.2042526,0.03786886,1
6,183.840003979109,32.1822502925673,18.86366,0.01920848,0.03003801,1
6,183.838786815765,32.1908677225628,22.68384,0.1917174,0.02967402,1
6,183.839676879545,32.1374301113349,22.67227,0.1882855,0.03128397,1
6,184.075704570804,32.2328718576288,15.23181,0.01419202,0.03510981,1
6,184.074259031828,32.1815489570565,19.93375,0.02350873,0.03304756,1
6,183.954579708479,32.2330500926006,22.47121,0.1602077,0.03390298,1
6,184.074861182679,32.1749767790284,20.63471,0.03552357,0.03287876,1
6,183.953075717767,32.107415847389,22.71848,0.19312,0.03374355,1
6,183.954506476068,32.2263523428028,22.73538,0.2009524,0.0338808,1
6,184.074648026448,32.1921760452912,22.69593,0.1931586,0.03334824,1
6,183.843817907115,31.8950383253892,19.62405,0.01807413,0.03221631,1
6,183.842741272628,32.0068419548682,21.02257,0.04156865,0.02881637,1
6,183.842701385865,32.041216411855,22.71325,0.1663906,0.02904378,1
6,183.957223561166,31.8675216324462,22.43991,0.1306084,0.02984004,1
6,183.957547002111,31.943545671237,22.89763,0.1944832,0.03085064,1
6,184.079010164195,31.9871128268919,21.8019,0.07777028,0.036851,1
6,184.080010425989,31.9826959281798,22.88894,0.1945049,0.03675338,1
6,184.080513023595,32.0474831944502,19.80615,0.02185598,0.03571853,1
6,184.077976763056,31.9974205082223,22.22557,0.1105959,0.03675427,1
6,184.080860934973,31.9115580473159,22.71746,0.1703736,0.03268215,1
6,184.199440774216,32.0312659131925,21.68545,0.07237434,0.03212284,1
6,183.957728925015,31.8651448841521,19.49781,0.02795614,0.02988787,1
6,184.079384951503,31.8021310574677,21.53253,0.07440644,0.03571823,1
6,184.198351975778,31.8409655003686,22.47537,0.1600996,0.03694443,1
6,183.844864976896,32.0972833623646,17.62053,0.01754327,0.03084464,1
6,183.842355233966,32.1428995201977,20.24595,0.02931812,0.0313499,1
6,183.956479041953,32.0963874261052,17.75472,0.01483756,0.03392869,1
6,183.957532358626,32.0774739012409,17.20502,0.01452651,0.03397049,1
6,183.957899390056,32.1706312378622,20.28641,0.02837797,0.03406189,1
6,183.958715822223,32.192981047919,19.95222,0.0237526,0.03395522,1
6,183.955566072856,32.1872282259055,21.79889,0.08906408,0.03399961,1
6,183.957346530131,32.1564070154102,22.59528,0.1755369,0.03403088,1
6,183.957645565049,32.2283723792006,22.20077,0.1266282,0.03402165,1
6,183.957713724875,32.2403008071651,22.55561,0.1724965,0.03406018,1
6,184.078239995728,32.1359024532023,22.40875,0.1484423,0.03266187,1
6,184.197994878583,32.1533229265643,20.45482,0.03171131,0.03033606,1
6,184.196511860253,32.1216555021428,22.4715,0.1583695,0.03011817,1
6,184.196769441822,32.1068317098327,21.99812,0.1048972,0.0300996,1
6,184.199099239009,32.1919661939569,22.5945,0.1773943,0.03122605,1
6,183.856465213881,32.0672073197514,15.16712,0.01017561,0.03012366,1
6,183.856998564688,32.0645134290541,20.12041,0.02250354,0.03000626,1
6,183.858497485264,31.9052403745109,16.8206,0.01049827,0.03182862,1
6,183.971522403262,31.9538468751004,19.04687,0.01395972,0.03174291,1
6,183.97053292084,32.0054147677383,20.55999,0.02942984,0.03411382,1
6,183.85736044805,31.9353249474888,20.12093,0.02223842,0.03093946,1
6,184.089992711399,31.887008271323,21.43048,0.05862233,0.03243654,1
6,184.088889679735,31.940117552386,22.42513,0.132406,0.03400672,1
6,184.088328005026,32.0167883374541,23.00139,0.2146309,0.03616534,1
6,184.091110115302,32.0562573487909,22.93101,0.1989426,0.0347776,1
6,184.206817494904,32.0340372967233,22.6328,0.15887,0.03214122,1
6,183.858695638832,31.8089128802617,19.06296,0.02543353,0.033798,1
6,184.089836171024,31.8604282691869,21.75973,0.08661097,0.03302814,1
6,183.857201860895,32.2489121974156,20.9776,0.04680878,0.02960048,1
6,183.856193209629,32.2091711028724,21.536,0.07237404,0.03034517,1
6,183.971773462714,32.1026748754594,14.97105,0.01417676,0.03436882,1
6,183.970167015451,32.1716473224297,21.69994,0.08151516,0.03408089,1
6,183.97178508406,32.1961831269926,21.87695,0.09529338,0.03388528,1
6,183.97048920926,32.1981035881881,22.62271,0.1679871,0.03387921,1
6,184.088397352635,32.1333968466228,19.48244,0.01966416,0.0323913,1
6,184.090574207099,32.0879554992139,21.87012,0.09303503,0.03357346,1
6,184.20552162369,32.1121662362684,21.74315,0.1254694,0.03010416,1
6,184.206686845949,32.1040049475002,21.14786,0.05183898,0.03023954,1
6,183.960803776975,31.9970860736665,15.06786,0.01016722,0.03302329,1
6,183.850929774464,31.9374510864742,18.96179,0.01383663,0.03087546,1
6,183.850502850967,31.9944227826623,19.94158,0.02027684,0.0291194,1
6,183.851558863705,31.9928554360077,21.5266,0.06581253,0.02916634,1
6,183.96163159116,31.9117630422138,15.36298,0.01019147,0.02999801,1
6,183.959725277984,31.9309039782848,19.3533,0.01543905,0.03061998,1
6,183.85104137277,31.8908092717392,19.72717,0.01811925,0.03215197,1
6,184.199486281111,31.8960773964979,14.10363,0.01519259,0.03628667,1
6,184.083956286097,31.9912599117924,19.21422,0.01856805,0.03660616,1
6,184.08336671848,32.0755264690791,19.37621,0.01918676,0.03444967,1
6,184.081208854097,32.0224629464856,21.22613,0.0491997,0.03638634,1
6,184.083506538761,31.9714382158883,22.13023,0.102382,0.03604192,1
6,184.082611406094,31.8831950071216,22.59574,0.154118,0.03231275,1
6,184.083414411766,31.9666162275263,22.7006,0.1663126,0.03573211,1
6,184.203016982987,32.0039037251565,18.93839,0.02094798,0.03351692,1
6,184.20017340484,32.0335714013256,22.45691,0.1368522,0.03208716,1
6,184.20258818899,31.9469186531164,22.49168,0.1432937,0.035649,1
6,183.84976052284,31.7632667312827,22.56157,0.1803647,0.03618959,1
6,183.962279633231,31.7989836164568,18.18834,0.02498185,0.03378638,1
6,183.959190018881,31.7957056913503,21.50697,0.07227829,0.03400916,1
6,183.961737294475,31.8479365907823,21.919,0.1009933,0.03064091,1
6,184.083644576296,31.809570971769,20.41695,0.0368744,0.03545706,1
6,184.084328985477,31.7608803280342,20.49045,0.03814289,0.03784562,1
6,184.084617540685,31.81212593316,20.88931,0.04747021,0.03536545,1
6,183.85106182057,32.2417564920627,15.56415,0.01709186,0.02945396,1
6,184.084662146687,32.1766960495092,18.38723,0.01557607,0.03287463,1
6,183.961128729485,32.2295725599468,20.26846,0.02681709,0.03410535,1
6,184.202651456693,32.1057181382528,18.20499,0.01561064,0.03013677,1
6,184.202517890129,32.1636047099084,22.3402,0.1420899,0.03057328,1
6,184.017039530853,31.9363257183108,22.42856,0.1700983,0.03236923,1
6,183.978082636627,31.918831586121,16.63022,0.01042924,0.03059483,1
6,183.980439891248,31.9222181813764,20.8371,0.03567496,0.03078488,1
6,184.016365484743,32.0181650582852,22.51299,0.1490986,0.03683567,1
6,184.018759477107,31.9721730269277,21.40833,0.05553129,0.03482762,1
6,184.018998524297,32.0332760256355,20.23679,0.02308195,0.0369257,1
6,183.977855914666,31.9992981893143,22.84119,0.1861259,0.03430624,1
6,184.097892063467,31.9715742739959,16.98487,0.01549328,0.03607407,1
6,184.097113615895,31.9451983938024,22.79987,0.1821004,0.03437291,1
6,184.098470297397,31.9908179859823,22.3197,0.1202822,0.03602918,1
6,183.978789341888,31.8287561285518,17.57619,0.02459898,0.03187765,1
6,183.980057586448,31.8018706224938,21.86062,0.09574473,0.03393871,1
6,183.977365605494,31.7640860407285,22.56374,0.172331,0.03705467,1
6,183.978724105464,31.8556946976966,22.26875,0.1353296,0.03038339,1
6,184.018389106419,31.7903326835431,22.67901,0.1905804,0.03554936,1
6,183.978226050305,32.170027113859,16.54295,0.0143394,0.0340139,1
6,183.979061254029,32.1030280706367,18.659,0.01607821,0.03454578,1
6,183.978450708505,32.1562989607808,20.5973,0.03449924,0.03397432,1
6,183.979463662128,32.179915229343,22.29981,0.1366528,0.03397511,1
6,183.978331436139,32.183924744117,22.62788,0.1817019,0.03394587,1
6,184.017697757797,32.209126692615,22.58111,0.1753877,0.03406636,1
6,184.096248393994,32.116909447649,22.7878,0.2056659,0.03224758,1
6,183.965198008486,31.9781799598907,17.21349,0.01069435,0.03261077,1
6,183.847327504167,31.9324669479411,22.44594,0.1326243,0.03104973,1
6,183.848173717999,31.9649800535965,22.67483,0.1608266,0.02995488,1
6,183.962869773001,32.0178256242245,22.70674,0.1664296,0.03379403,1
6,184.087762502105,31.8905080808772,22.89167,0.1979752,0.03235929,1
6,184.208892425834,31.9024097239074,19.63623,0.0237453,0.03640021,1
6,184.207875458042,31.8978298575271,20.89677,0.04560616,0.03644549,1
6,184.208649890691,31.8796262638979,21.41351,0.05959115,0.03682983,1
6,183.846593773773,31.7934401539488,22.42397,0.1564318,0.03474027,1
6,183.847804221932,31.7535090528846,22.22856,0.1314701,0.03671939,1
6,183.963311176104,31.7871099012629,20.2412,0.0349346,0.03484212,1
6,183.96491730937,31.7881170077309,22.7153,0.2202536,0.03478892,1
6,183.963069926702,31.8058937196309,22.55066,0.1709046,0.03319169,1
6,183.963940251179,31.849555220226,21.96954,0.1053319,0.03056669,1
6,183.964911363966,31.8436277580565,21.16739,0.0566939,0.03086676,1
6,183.962764305013,31.8298053079827,22.49953,0.1640344,0.03155317,1
6,183.963425816288,31.7935630586639,22.43043,0.1540729,0.03428581,1
6,184.208023971804,31.8633089462283,20.72922,0.04109879,0.036979,1
6,183.846190485567,32.2157699771383,18.21593,0.01804571,0.02960471,1
6,183.963346768744,32.1756639023924,21.80551,0.08210982,0.03406417,1
6,183.96576158976,32.2108461415332,22.05481,0.1112342,0.03383562,1
6,183.965698289053,32.2444572444494,21.71138,0.0834122,0.03441256,1
6,184.086115059953,32.1218983239562,20.74991,0.03807591,0.03249693,1
6,183.962894690886,32.2169300978209,22.43849,0.1552624,0.03382664,1
6,184.207666116241,32.199517427895,17.67424,0.01511984,0.0314331,1
6,184.086818465883,32.2147755728914,19.09499,0.01772888,0.03405485,1
6,184.209256016424,32.0815815192701,22.2972,0.1351079,0.03086973,1
6,184.210027464472,31.8979034574777,18.8192,0.02077774,0.03648647,1
6,184.210158865983,31.9793893149307,21.71341,0.07480409,0.03476193,1
6,184.210231235455,31.8439535249091,22.70484,0.1828755,0.03717386,1
6,184.210360121571,32.2040031951092,22.18008,0.1241552,0.03160369,1
6,183.85585660699,31.9481165229705,20.52328,0.03043072,0.03050448,1
6,183.967702876778,32.01034346472,22.82326,0.190755,0.03401998,1
6,183.966432762333,32.0015528148733,22.37859,0.1255818,0.03363627,1
6,183.967734127108,31.9566745253588,22.63809,0.1562763,0.03170566,1
6,184.092284149819,31.8902847678584,18.44174,0.01663063,0.03249585,1
6,184.092218137339,32.0103662143459,17.3106,0.01561253,0.03603977,1
6,184.092003640427,32.0739753520898,19.8023,0.0217967,0.0340424,1
6,184.094829377641,31.9726417387766,22.13237,0.1040336,0.03613689,1
6,184.093745428731,32.0533221310188,22.52814,0.1417011,0.03474422,1
6,183.853606149896,31.7629794632835,18.55668,0.02421846,0.03615023,1
6,183.855488623072,31.8119205386237,22.45546,0.1607008,0.0337356,1
6,183.852325434701,31.7839875298583,22.57859,0.1782079,0.03509938,1
6,183.855431302415,31.8252778659124,22.55797,0.1750564,0.0332529,1
6,183.968995078198,31.8580801375129,22.25344,0.1567131,0.03020392,1
6,183.966627134007,31.8011703994721,19.31669,0.02712876,0.03368952,1
6,183.967755677819,31.8302364202317,21.95697,0.1038745,0.03154699,1
6,183.96910787583,31.8499276341272,21.96967,0.1279863,0.03056369,1
6,183.966489938719,31.7929221586193,22.73996,0.2004804,0.03440721,1
6,183.966439474289,31.8474286723335,22.5747,0.1753981,0.03068083,1
6,184.211252217119,31.8287903076305,19.37521,0.0229573,0.03734815,1
6,184.092213726692,31.814734403158,20.66024,0.03854888,0.03548554,1
6,184.210678023489,31.8084571561408,22.5921,0.1786108,0.0374388,1
6,183.853445858562,32.084971785918,17.7947,0.01764787,0.03070967,1
6,183.853539170524,32.0803130970587,22.60313,0.1754031,0.03056368,1
6,183.966659535172,32.1217650878546,22.44179,0.1567113,0.03418759,1
6,183.968313258332,32.2383583085493,22.7612,0.2294793,0.03439923,1
6,184.094819725719,32.2454495773253,20.86445,0.0382747,0.03551866,1
6,184.211260323774,32.2135975961151,21.51501,0.07050559,0.03195561,1
6,184.213738683108,31.883023171484,19.14315,0.02155549,0.03686705,1
6,184.21411797641,31.8928262944902,22.5885,0.1761767,0.03665533,1
6,184.213282399348,31.8921701319075,22.81726,0.1893783,0.03665216,1
6,184.213746120298,32.0667121802638,19.96255,0.02541835,0.03141073,1
6,184.213434205967,31.8196458661415,19.03614,0.02138748,0.03745572,1
6,183.781801121376,31.9506702873441,18.57076,0.01359596,0.03047274,1
6,183.783923199036,31.8731939559502,22.67517,0.161807,0.03446285,1
6,184.010880895991,31.9431166141976,20.87471,0.1452449,0.03266264,1
6,184.011969266933,32.0299403643513,20.36679,0.02586961,0.03680159,1
6,183.89342215998,31.9820096879401,22.11579,0.1000613,0.02973733,1
6,183.892735119381,32.0369677799038,22.25261,0.1133307,0.02934644,1
6,184.13057088925,31.915563511714,22.95807,0.2118779,0.0344143,1
6,184.129323338174,31.9082091093623,18.34241,0.01648984,0.03421109,1
6,184.130134301729,31.980202807556,22.42914,0.1327718,0.03516513,1
6,184.130545009159,31.9942685080741,22.93925,0.2039044,0.03452865,1
6,183.781779309391,31.7506724294706,17.85111,0.02366513,0.03761072,1
6,183.892445091496,31.7850927872459,22.6461,0.2037013,0.03435497,1
6,183.892696221149,31.798583582499,20.43802,0.03695408,0.03347334,1
6,183.783948487666,31.8635013333873,22.26687,0.13516,0.0347599,1
6,184.011610188983,31.842079459674,23.16256,0.3906482,0.03159796,1
6,183.781508677531,32.2210263790812,21.55014,0.2238882,0.02733178,1
6,183.783085309907,32.2092775696051,22.31582,0.1597398,0.02725318,1
6,183.891115080963,32.1395713416198,14.40722,0.01704568,0.03280981,1
6,183.784076048189,32.2408961948212,18.79804,0.01907595,0.02757666,1
6,184.009808010793,32.1252736190969,17.71879,0.01481397,0.03417378,1
6,184.012290204697,32.1305010685806,19.94894,0.02350004,0.03397226,1
6,184.232700096659,32.2311879483913,21.6271,0.08895319,0.03263257,1
6,184.233753304444,32.2051260171698,21.23576,0.05634308,0.03181339,1
6,184.235594997074,31.9707583472691,15.13693,0.01892556,0.03556976,1
6,184.235447261335,31.9120474441933,19.27981,0.02203508,0.03657866,1
6,184.234807403681,32.0682534943503,19.95429,0.02578758,0.03180368,1
6,184.234964735869,32.2371739957884,21.59665,0.07632067,0.03276465,1
6,184.235652095268,32.1876674991317,22.60322,0.1796236,0.03130242,1
6,183.766909299068,32.0435043056221,22.69313,0.1630678,0.02968878,1
6,183.768638280708,32.0352483216587,21.65815,0.06807854,0.02953362,1
6,183.769600816431,31.8859500635162,22.79121,0.1792255,0.03369576,1
6,183.998685561142,31.9839233520207,20.23263,0.02380661,0.0345494,1
6,183.884483784334,32.0264971199597,21.55959,0.06313573,0.02897028,1
6,183.88639376555,32.0465173186374,22.08084,0.09791017,0.02946935,1
6,183.999753453941,31.9243761446408,21.51847,0.06075555,0.03118277,1
6,184.000895793015,32.0542180892951,22.64963,0.1580192,0.03645433,1
6,184.117130269153,32.0555191937406,18.42213,0.01656705,0.03337087,1
6,184.119261901397,31.9411534561471,22.51024,0.1513896,0.03485186,1
6,184.117305757094,31.9829140613649,22.91445,0.1997544,0.03536791,1
6,184.230113909322,31.9573408008321,20.2028,0.02988036,0.03570311,1
6,184.229768633378,32.0483540518294,22.34231,0.1236992,0.03250108,1
6,183.768919372713,31.7551689814228,21.19846,0.05823994,0.03766109,1
6,184.001163270696,31.8642980363062,17.50529,0.02460377,0.03039692,1
6,183.998467132433,31.7847181333789,22.20361,0.1271152,0.03574995,1
6,184.118829079884,31.8213063650947,22.39203,0.1491219,0.03629025,1
6,184.119470932728,31.7675130529365,22.81322,0.214074,0.03781443,1
6,183.768980522118,32.1481179848041,19.83763,0.02424957,0.02860773,1
6,183.76990999098,32.1257044161309,22.72387,0.1948436,0.02907888,1
6,183.886567140636,32.114109881555,21.13243,0.05204771,0.03221887,1
6,183.886819956981,32.1339633844005,20.36098,0.03123906,0.03259818,1
6,183.999248030574,32.2026802228354,16.53568,0.01433973,0.03371,1
6,183.999501573504,32.1540435526664,21.67823,0.1044398,0.03366346,1
6,184.229128058162,32.2223742704262,22.39375,0.1498175,0.03234943,1
6,184.232590174042,31.8975190202124,22.09608,0.1030404,0.03685637,1
6,184.231904662266,32.2355710507869,22.19248,0.1496998,0.03273868,1
6,184.2325601576,32.1479628079602,20.46586,0.03211278,0.03042743,1
6,184.231988833374,32.0832693043349,22.42794,0.1511415,0.03117876,1
6,183.811161395721,32.0399117847802,22.87692,0.1909871,0.02913232,1
6,183.925179718421,31.9705712459665,20.91695,0.03782167,0.03044759,1
6,183.926324597941,32.0572392791143,22.95311,0.2059906,0.03148409,1
6,184.048162758968,32.0208200452553,18.72423,0.01757246,0.03713661,1
6,184.159837273614,31.8740573213015,16.00206,0.01529979,0.03517941,1
6,184.046801118931,31.9245568980647,20.92599,0.04000401,0.03249317,1
6,184.046999152946,31.9170000462578,21.38445,0.05604112,0.03202,1
6,184.048075946702,31.9197048136417,20.08748,0.02475033,0.03222034,1
6,184.048167813668,31.9495585818159,22.42014,0.130955,0.03449973,1
6,184.159169050114,32.0578550654319,21.92466,0.0859209,0.03150714,1
6,183.811022936741,31.7536848417744,22.59858,0.1813302,0.0371966,1
6,183.926211475331,31.7924097832342,17.5114,0.02460476,0.0339903,1
6,184.044854210299,31.8362260515387,18.17198,0.02501052,0.03275494,1
6,183.925692306244,31.8311343219451,21.36408,0.06536919,0.03137161,1
6,183.926422310073,31.8564840030803,22.71568,0.1987626,0.03029662,1
6,184.159451936296,31.84390326083,21.11954,0.05020835,0.03599895,1
6,184.156875874483,31.8361974633622,20.5871,0.03693659,0.036294,1
6,184.158055952829,31.8330973414934,22.5256,0.1673609,0.03643698,1
6,184.247990995504,31.8250303724242,21.90817,0.09929726,0.03817034,1
6,184.248366542752,31.8081889638852,21.44449,0.06812122,0.03821929,1
6,183.809528480631,32.2274895139117,22.19436,0.1261259,0.02788097,1
